TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
ma_trader23,10.00,10,0.55,0.61,12.79,2,31.91,9,0,4,1248
ma_trader24,10.00,10,0.00,0.60,21.55,1,31.11,5,15,5,2728
ma_trader21,10.00,10,0.68,0.80,14.93,0,14.93,9,5,3,1696
ma_trader22,10.00,10,0.80,0.54,15.06,0,15.06,6,0,2,1905
ma_trader20,10.00,10,0.66,0.27,0.87,11,106.03,5,0,6,11
ma_trader18,10.00,10,0.84,0.17,0.35,12,115.07,4,0,4,9
ma_trader19,10.00,10,0.63,1.00,29.51,1,39.07,9,9,4,3301
ma_trader38,10.00,10,0.04,0.79,4.41,2,23.53,6,4,5,51
ma_trader39,10.00,10,0.63,0.91,0.89,28,268.57,10,0,11,19
ma_trader36,10.00,10,0.74,0.23,13.62,0,13.62,4,0,1,1437
ma_trader37,10.00,10,0.72,0.60,0.22,13,124.50,6,2,9,7
ma_trader9,10.00,10,0.42,0.54,4.83,7,71.75,8,8,4,32
ma_trader34,10.00,10,0.32,0.29,23.91,0,23.91,6,5,1,2918
ma_trader35,10.00,10,0.34,0.89,0.97,22,211.30,6,1,10,8
ma_trader32,10.00,10,0.77,0.72,9.03,3,37.71,4,7,5,291
ma_trader33,10.00,10,0.61,0.51,4.22,16,157.18,8,21,6,43
ma_trader30,10.00,10,0.03,0.90,1.11,12,115.83,4,0,5,14
trader10,10.00,10,0.86,0.28,25.96,0,25.96,20,11,15,1987
ma_trader31,10.00,10,0.12,0.07,22.74,0,22.74,6,13,3,2847
ma_trader29,10.00,10,0.52,0.11,0.35,12,115.07,5,0,8,8
