TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader49,10.00,10,0.59,0.33,1.32,10,3.16,692,397,768,554
trader48,10.00,10,0.37,0.03,0.35,28,5.51,68,28,133,74
trader54,10.00,10,0.77,0.13,0.21,18,3.53,390,253,512,393
trader53,10.00,10,0.70,0.91,5.97,0,5.97,535,361,393,162
trader56,10.00,10,0.83,0.24,1.61,7,2.90,812,483,1029,695
trader55,10.00,10,0.06,0.97,18.01,0,18.01,24,23,11,3
trader50,10.00,10,0.78,0.97,16.97,0,16.97,233,139,143,60
trader52,10.00,10,0.70,0.61,0.99,0,0.99,654,460,558,390
trader51,10.00,10,0.72,0.83,3.52,0,3.52,839,578,555,240
trader58,10.00,10,0.23,0.51,3.95,8,5.42,438,234,458,236
trader57,10.00,10,0.95,0.26,1.00,0,1.00,589,417,671,487
trader59,10.00,10,0.36,0.99,15.69,0,15.69,47,38,36,7
trader21,10.00,10,0.61,0.54,1.40,5,2.33,880,600,824,460
trader20,10.00,10,0.92,0.55,0.44,4,1.18,1380,908,1276,713
trader23,10.00,10,0.80,0.34,1.57,0,1.57,807,542,844,543
trader22,10.00,10,0.47,0.74,11.41,12,13.62,988,562,903,305
trader29,10.00,10,0.68,0.49,0.97,0,0.97,830,618,760,468
trader28,10.00,10,0.42,0.42,0.80,4,1.53,570,366,558,352
trader25,10.00,10,0.58,0.80,1.86,1,2.04,881,551,680,230
trader24,10.00,10,0.09,0.59,13.19,0,13.19,225,129,222,87
trader27,10.00,10,0.60,0.22,0.23,6,1.34,408,304,501,400
trader26,10.00,10,0.52,0.84,2.77,9,4.43,673,440,510,194
ma_trader1,10.00,10,0.73,0.80,0.37,21,4.24,6,3,9,8
ma_trader2,10.00,10,0.10,0.20,0.34,21,4.21,9,10,9,12
ma_trader3,10.00,10,0.87,0.07,0.89,20,4.58,2,4,7,5
trader32,10.00,10,0.58,0.98,14.57,0,14.57,122,81,68,23
trader31,10.00,10,0.25,0.34,0.69,25,5.30,315,202,377,223
trader34,10.00,10,0.41,0.74,8.25,0,8.25,743,444,719,255
trader33,10.00,10,0.91,0.66,0.42,4,1.16,1138,821,914,568
trader30,10.00,10,0.47,0.45,6.80,12,9.02,1217,438,1560,523
trader39,10.00,10,0.88,0.03,0.86,14,3.44,123,64,235,148
trader36,10.00,10,0.19,0.26,3.31,11,5.33,199,132,258,151
trader35,10.00,10,0.15,0.88,19.65,15,22.41,199,110,176,48
trader38,10.00,10,0.96,0.18,1.92,0,1.92,680,410,893,621
trader37,10.00,10,0.04,1.00,18.94,0,18.94,12,15,3,0
trader81,10.00,10,0.65,0.14,2.14,27,7.11,458,210,704,486
trader80,10.00,10,0.68,0.49,0.97,0,0.97,709,524,673,442
trader87,10.00,10,0.47,0.70,7.03,52,16.61,1035,533,848,329
trader86,10.00,10,0.20,0.81,28.40,0,28.40,350,181,295,86
trader89,10.00,10,0.68,0.11,0.99,6,2.09,362,179,512,334
trader88,10.00,10,0.30,0.85,5.69,0,5.69,335,212,318,102
trader83,10.00,10,0.79,0.37,0.98,0,0.98,828,535,861,579
trader82,10.00,10,0.35,0.21,0.75,14,3.33,308,178,421,245
trader85,10.00,10,0.96,0.21,1.21,0,1.21,710,446,845,622
trader84,10.00,10,0.52,0.55,8.35,17,11.48,942,548,969,448
trader90,10.00,10,0.31,0.71,21.76,0,21.76,652,355,577,201
trader92,10.00,10,0.25,0.21,2.44,28,7.60,259,140,369,196
trader91,10.00,10,0.63,0.54,3.66,4,4.40,978,663,959,536
trader10,10.00,10,0.17,0.23,3.52,12,5.73,160,87,227,131
trader97,10.00,10,0.16,0.85,10.65,0,10.65,179,139,132,61
trader12,10.00,10,0.21,0.18,0.55,29,5.90,163,74,252,117
trader11,10.00,10,0.11,0.38,3.31,44,11.42,177,92,217,129
trader94,10.00,10,0.60,0.09,0.94,10,2.78,292,122,453,275
trader93,10.00,10,0.71,0.42,1.19,0,1.19,870,612,855,594
trader96,10.00,10,0.51,0.20,2.72,5,3.65,392,262,504,376
trader95,10.00,10,0.20,0.10,2.90,22,6.95,122,41,204,127
trader18,10.00,10,0.80,0.03,0.24,12,2.45,124,44,199,161
trader17,10.00,10,0.79,0.32,1.64,23,5.87,958,562,1149,695
trader19,10.00,10,0.63,0.29,0.95,53,10.71,832,459,1130,623
trader14,10.00,10,0.01,0.13,4.20,18,7.52,15,2,20,16
trader13,10.00,10,0.89,0.20,0.94,0,0.94,488,303,575,500
trader16,10.00,10,0.56,0.80,2.92,0,2.92,696,528,493,229
trader15,10.00,10,0.41,0.39,0.58,6,1.69,489,327,510,288
