TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader59,10.00,10,0.26,0.94,21.78,5,24.84,138,85,89,55
trader21,10.00,10,0.91,0.46,1.00,0,1.00,705,522,711,654
trader20,10.00,10,0.13,0.47,18.19,4,20.63,303,132,321,136
trader23,10.00,10,0.35,0.89,21.80,0,21.80,284,184,198,79
trader22,10.00,10,0.97,0.36,0.91,0,0.91,701,538,693,668
trader29,10.00,10,0.51,0.42,1.13,9,6.63,771,452,829,582
trader28,10.00,10,0.84,0.44,0.70,3,2.53,820,591,782,736
trader25,10.00,10,0.76,0.13,4.81,0,4.81,502,250,680,538
trader24,10.00,10,0.03,0.28,9.41,8,14.30,36,13,50,21
trader27,10.00,10,0.18,0.95,22.05,0,22.05,60,46,36,16
trader26,10.00,10,0.37,0.23,1.90,7,6.18,324,178,363,334
ma_trader5,10.00,10,0.52,0.82,0.85,19,12.46,1,6,5,8
ma_trader6,10.00,10,0.78,0.07,0.75,15,9.92,11,12,10,11
ma_trader7,10.00,10,0.99,0.03,0.83,24,15.50,5,2,12,21
ma_trader8,10.00,10,0.79,0.38,0.25,11,6.97,8,6,12,21
ma_trader1,10.00,10,0.64,0.43,0.20,11,6.92,9,2,11,10
ma_trader2,10.00,10,0.08,0.61,0.37,26,16.25,9,3,13,11
ma_trader3,10.00,10,0.96,0.84,0.60,21,13.44,5,7,14,19
ma_trader4,10.00,10,0.48,0.97,0.33,21,13.16,5,1,8,8
trader32,10.00,10,0.90,0.46,0.52,1,1.13,1010,654,991,760
trader31,10.00,10,0.13,0.91,23.11,0,23.11,73,42,50,24
trader34,10.00,10,0.72,0.40,2.18,0,2.18,778,558,791,640
trader33,10.00,10,0.36,0.82,25.26,2,26.48,517,308,383,178
trader30,10.00,10,0.30,0.56,4.82,0,4.82,413,323,381,257
trader39,10.00,10,0.63,0.22,0.72,15,9.88,742,299,969,653
trader36,10.00,10,0.72,0.36,1.36,1,1.97,729,475,749,633
trader35,10.00,10,0.36,0.76,5.92,6,9.59,403,270,319,169
trader38,10.00,10,0.12,0.61,31.76,21,44.60,258,126,234,125
trader37,10.00,10,0.86,0.79,2.39,0,2.39,660,473,511,381
ma_trader27,10.00,10,0.76,0.87,0.76,27,17.26,5,2,7,10
ma_trader28,10.00,10,0.85,0.84,0.79,31,19.73,6,8,10,9
ma_trader25,10.00,10,0.76,0.40,0.60,31,19.54,6,3,12,15
ma_trader26,10.00,10,0.32,0.71,0.38,20,12.60,7,1,8,6
ma_trader23,10.00,10,0.21,0.96,0.89,18,11.89,5,5,9,6
ma_trader24,10.00,10,0.14,0.39,0.25,29,17.97,4,3,18,24
ma_trader21,10.00,10,0.56,0.65,0.73,20,12.95,5,2,9,10
ma_trader22,10.00,10,0.80,0.28,0.89,18,11.89,5,0,9,11
ma_trader20,10.00,10,0.80,0.11,0.54,21,13.37,6,0,9,13
ma_trader18,10.00,10,0.95,0.07,0.88,19,12.49,8,6,12,4
ma_trader19,10.00,10,0.07,0.35,0.64,10,6.75,4,6,10,29
ma_trader9,10.00,10,0.87,0.89,0.69,30,19.03,4,2,14,13
ma_trader30,10.00,10,0.76,0.50,0.30,10,6.41,9,6,10,22
trader10,10.00,10,0.78,0.56,3.34,1,3.95,942,634,877,641
trader12,10.00,10,0.32,0.49,5.86,0,5.86,529,287,504,332
trader11,10.00,10,0.96,0.99,19.72,0,19.72,93,55,65,24
trader18,10.00,10,0.22,0.29,9.03,35,30.42,464,159,603,296
trader17,10.00,10,0.02,0.94,35.30,0,35.30,21,4,12,3
trader19,10.00,10,0.54,0.26,1.53,12,8.87,524,315,651,499
trader14,10.00,10,0.20,0.30,2.31,25,17.59,330,159,350,239
trader13,10.00,10,0.97,0.51,2.09,2,3.31,1382,867,1321,846
trader16,10.00,10,0.71,0.83,9.17,1,9.79,905,568,746,300
trader15,10.00,10,0.42,0.53,1.28,3,3.11,542,339,512,335
ma_trader29,10.00,10,0.14,0.60,0.49,28,17.60,4,3,15,12
