TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
ma_trader26,10.00,10,0.20,0.17,0.89,26,26.47,5,0,9,7
ma_trader23,10.00,10,0.32,0.03,0.46,24,24.08,6,2,13,21
ma_trader24,10.00,10,0.70,0.99,0.85,21,21.52,6,5,8,10
ma_trader21,10.00,10,0.42,0.28,0.93,15,15.69,5,6,13,33
ma_trader22,10.00,10,0.19,0.85,0.35,21,21.01,4,0,8,10
ma_trader20,10.00,10,0.38,0.11,0.46,17,17.19,6,1,8,4
ma_trader18,10.00,10,0.07,0.75,0.84,22,22.49,4,3,14,11
ma_trader19,10.00,10,0.95,0.92,0.18,25,24.78,5,2,13,15
ma_trader9,10.00,10,0.30,0.93,0.94,25,25.54,2,1,5,3
ma_trader34,10.00,10,0.73,0.73,0.69,12,12.49,7,3,9,25
ma_trader35,10.00,10,0.36,0.66,0.92,10,10.76,4,7,8,67
ma_trader32,10.00,10,0.92,0.95,0.34,21,21.01,8,5,11,7
ma_trader33,10.00,10,0.36,0.60,0.90,16,16.64,7,3,8,19
trader10,10.00,10,0.95,0.44,1.75,0,1.75,673,494,671,676
ma_trader30,10.00,10,0.77,0.67,0.42,17,17.14,4,0,8,6
ma_trader31,10.00,10,0.58,0.41,0.95,17,17.67,3,4,8,9
trader12,10.00,10,0.87,0.41,1.00,1,1.98,807,605,871,763
trader11,10.00,10,0.93,0.92,7.02,0,7.02,385,268,299,160
trader18,10.00,10,0.33,0.46,4.03,0,4.03,397,257,401,318
trader17,10.00,10,0.89,0.77,2.48,0,2.48,486,354,418,395
trader19,10.00,10,0.42,0.22,3.00,0,3.00,291,186,330,331
trader14,10.00,10,0.54,0.05,4.42,6,10.32,98,62,154,182
trader13,10.00,10,0.43,0.39,1.46,0,1.46,273,190,291,299
trader16,10.00,10,0.72,0.13,2.77,4,6.70,456,214,591,593
trader15,10.00,10,0.49,0.44,4.30,0,4.30,609,383,614,484
ma_trader29,10.00,10,0.12,0.01,0.23,25,24.83,7,3,8,27
