TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
trader30,10.00,10,0.98,0.14,6.20,0,6.20,463,322,530,818
trader39,10.00,10,0.08,0.56,25.41,0,25.41,84,45,55,78
trader36,10.00,10,0.97,0.20,5.88,1,13.38,406,361,414,746
trader35,10.00,10,0.97,0.30,8.10,0,8.10,382,337,368,656
trader38,10.00,10,0.90,0.01,3.59,11,86.12,41,25,57,83
trader37,10.00,10,0.21,0.23,21.82,11,104.36,266,125,298,354
ma_trader27,10.00,10,0.42,0.19,2.79,17,130.34,4,4,6,30
ma_trader28,10.00,10,0.02,0.32,2.68,7,55.20,4,14,8,21
ma_trader25,10.00,10,0.10,0.42,2.03,4,32.04,6,8,5,11
ma_trader26,10.00,10,0.73,0.88,1.87,15,114.42,5,11,7,10
ma_trader23,10.00,10,0.90,0.66,0.71,41,308.33,7,1,12,8
ma_trader24,10.00,10,0.97,0.19,1.56,32,241.65,7,6,15,22
ma_trader21,10.00,10,0.66,0.66,2.74,11,85.27,4,12,11,20
ma_trader22,10.00,10,0.58,0.89,1.23,5,38.74,11,10,7,26
ma_trader20,10.00,10,0.93,0.39,0.44,25,188.02,5,2,9,12
ma_trader18,10.00,10,0.44,0.42,1.71,3,24.22,6,1,6,34
ma_trader19,10.00,10,0.44,0.91,0.33,13,97.87,8,1,4,8
ma_trader38,10.00,10,0.73,0.90,2.01,10,77.04,8,7,6,21
ma_trader39,10.00,10,0.47,0.17,1.87,3,24.38,6,3,7,5
ma_trader36,10.00,10,0.29,0.21,0.74,3,23.25,3,1,8,37
ma_trader37,10.00,10,0.07,0.27,0.43,29,218.02,5,3,14,15
ma_trader9,10.00,10,0.31,0.36,1.27,7,53.80,3,3,11,37
ma_trader34,10.00,10,0.80,0.14,0.81,12,90.85,6,0,5,3
ma_trader35,10.00,10,0.61,0.33,2.42,14,107.46,7,15,8,18
ma_trader32,10.00,10,0.26,0.12,2.26,11,84.79,8,18,6,26
ma_trader33,10.00,10,0.90,0.11,1.23,3,23.73,7,5,5,10
ma_trader30,10.00,10,0.80,0.75,0.55,26,195.63,5,16,10,12
trader10,10.00,10,0.57,0.46,3.72,0,3.72,133,123,125,218
ma_trader31,10.00,10,0.90,0.99,0.57,17,128.12,6,1,11,8
trader12,10.00,10,0.28,0.91,22.03,0,22.03,44,25,34,66
trader11,10.00,10,0.67,0.18,7.33,0,7.33,252,202,258,484
trader18,10.00,10,0.24,0.39,54.76,5,92.27,299,172,259,355
trader17,10.00,10,0.99,0.13,3.75,3,26.26,494,315,585,800
trader19,10.00,10,0.26,0.16,1.97,10,77.00,168,122,204,242
trader14,10.00,10,0.02,0.91,81.70,0,81.70,16,10,6,3
trader13,10.00,10,0.58,0.74,6.69,0,6.69,220,198,191,262
trader16,10.00,10,0.26,0.65,7.11,1,14.62,112,71,100,161
trader15,10.00,10,0.24,0.85,17.35,0,17.35,92,66,68,80
ma_trader29,10.00,10,0.70,0.67,1.44,4,31.46,7,5,7,22
