TraderName,InitIncome,InitShares,OpProb,SellProb,Income,Shares,Wealth,NbSellSuccess,NbSellFailures,NbBuySuccess,NbBuyFailures
ma_trader24,10.00,10,0.12,0.25,1.24,4,17.19,9,0,7,24
ma_trader21,10.00,10,0.38,0.84,0.93,4,16.88,5,10,6,10
ma_trader22,10.00,10,0.15,0.81,0.37,4,16.32,5,9,7,37
ma_trader20,10.00,10,0.79,0.93,1.15,4,17.10,12,17,10,26
ma_trader18,10.00,10,0.57,0.18,0.86,21,84.60,5,0,8,12
ma_trader19,10.00,10,0.55,0.60,0.30,20,80.05,11,1,16,3
ma_trader38,10.00,10,0.41,0.06,0.60,3,12.56,5,8,9,8
ma_trader39,10.00,10,0.08,0.03,1.29,51,204.64,6,13,22,11
ma_trader36,10.00,10,0.54,0.18,0.82,13,52.66,5,0,5,7
ma_trader37,10.00,10,0.41,0.91,0.63,13,52.46,4,3,9,14
ma_trader9,10.00,10,0.82,0.18,0.87,5,20.81,3,11,4,27
ma_trader34,10.00,10,0.62,0.05,0.84,15,60.66,6,1,13,6
ma_trader35,10.00,10,0.98,0.12,1.66,2,9.63,6,7,7,14
ma_trader32,10.00,10,0.73,0.28,1.11,48,192.50,8,6,16,17
ma_trader33,10.00,10,0.92,0.81,0.45,13,52.28,5,2,8,13
ma_trader30,10.00,10,0.18,0.74,1.26,4,17.21,4,9,8,23
trader10,10.00,10,0.38,0.81,14.48,0,14.48,90,72,81,104
ma_trader31,10.00,10,0.56,0.57,1.77,2,9.74,7,13,5,20
trader12,10.00,10,0.92,0.04,2.36,10,42.24,183,98,231,313
trader11,10.00,10,0.84,0.80,6.67,0,6.67,151,186,133,220
trader18,10.00,10,0.66,0.65,1.60,1,5.59,443,435,387,421
trader17,10.00,10,0.45,0.70,6.92,0,6.92,165,154,140,213
trader19,10.00,10,0.34,0.70,6.99,0,6.99,93,122,88,122
trader14,10.00,10,0.89,0.83,3.01,1,6.99,110,144,101,178
trader13,10.00,10,0.95,0.07,1.32,2,9.30,185,154,207,359
trader16,10.00,10,0.98,0.95,14.14,0,14.14,95,78,66,84
trader15,10.00,10,0.93,0.99,13.20,0,13.20,32,37,19,22
ma_trader29,10.00,10,0.52,0.99,0.36,28,112.01,6,7,15,21
